0,1,2,3,4,5
['/sb/10/29/33/'],"['/sb/11/5/41/', '/sb/10/29/33/']","['/sb/6/9/41/', '/sb/10/4/18/', '/sb/10/32/21/', '/sb/10/48/9/', '/sb/8/23/7/', '/sb/10/29/38/', '/sb/10/23/30/', '/sb/10/63/45/', '/sb/10/39/22/', '/sb/3/15/49/']","['/sb/10/87/22/', '/sb/10/23/26/', '/sb/4/9/51/', '/sb/5/19/13/', '/sb/6/14/55/', '/sb/9/6/50/', '/sb/11/23/27/', '/sb/10/48/9/', '/bg/9/24/', '/sb/3/5/11/']","['/sb/10/29/33/', '/sb/10/29/38/', '/sb/5/19/15/', '/sb/10/72/18/', '/sb/10/4/18/', '/sb/10/87/22/', '/sb/10/17/24/', '/sb/6/9/41/', '/sb/6/3/30/', '/sb/10/60/46/']","['/sb/10/29/33/', '/sb/5/18/22/', '/sb/10/2/32/', '/sb/4/11/4/', '/sb/9/4/57-59/', '/sb/8/22/23/', '/sb/10/29/31/', '/sb/11/8/37/', '/sb/4/8/15/', '/sb/3/5/51/']"
['/sb/10/33/9/'],"['/sb/10/33/8/', '/sb/10/33/9/']","['/sb/10/30/15/', '/sb/10/55/33/', '/sb/12/12/30/', '/sb/10/72/40/', '/sb/10/90/13/', '/sb/2/3/16/', '/sb/10/30/16/', '/sb/10/44/30/', '/sb/10/60/25/', '/sb/10/58/7/']","['/sb/10/44/30/', '/sb/10/30/15/', '/sb/10/32/5/', '/sb/10/18/30/', '/sb/10/74/25/', '/sb/10/30/17/', '/sb/10/30/16/', '/sb/10/32/4/', '/sb/10/33/11/', '/sb/10/30/34/']","['/sb/10/33/9/', '/sb/10/44/30/', '/sb/10/32/4/', '/sb/10/30/15/', '/sb/10/32/5/', '/sb/10/30/16/', '/sb/10/33/11/', '/sb/10/30/18/', '/sb/10/33/12/', '/sb/10/18/30/']","['/sb/10/33/9/', '/sb/4/8/15/', '/sb/11/17/41/', '/sb/8/22/13/', '/sb/9/10/35-38/', '/sb/10/62/2/', '/sb/4/11/4/', '/sb/8/22/23/', '/sb/8/12/41/', '/sb/11/8/4/']"
['/sb/10/33/31/'],"['/bg/3/24/', '/sb/10/33/31/']","['/sb/11/2/37/', '/sb/6/4/12/', '/sb/5/9/20/', '/sb/10/1/4/', '/sb/11/3/2/', '/bg/8/4/', '/sb/7/15/53/', '/sb/3/28/28/', '/sb/4/29/79/', '/sb/2/6/1/']","['/sb/10/7/10/', '/sb/10/77/30/', '/sb/6/2/1/', '/sb/11/3/2/', '/sb/1/7/49/', '/sb/10/26/24/', '/sb/4/13/29/', '/sb/11/23/1/', '/bg/3/21/', '/sb/10/85/22/']","['/sb/10/33/31/', '/sb/2/1/14/', '/sb/10/84/38/', '/sb/11/18/16/', '/sb/6/2/1/', '/sb/10/77/30/', '/sb/10/7/10/', '/sb/3/28/28/', '/sb/5/20/33/', '/sb/8/3/18/']","['/sb/7/3/22/', '/sb/3/6/3/', '/sb/10/33/31/', '/sb/3/6/26/', '/sb/8/12/41/', '/sb/10/80/30/', '/sb/10/16/6/', '/sb/6/4/24/', '/sb/10/47/59/', '/sb/10/13/44/']"
['/sb/10/33/32/'],"['/bg/3/24/', '/sb/10/33/32/']","['/sb/7/7/19-20/', '/sb/9/5/5/', '/sb/5/18/5/', '/sb/10/3/24/', '/sb/4/7/45/', '/sb/11/5/14/', '/sb/3/32/5/', '/sb/11/6/45/', '/sb/1/8/27/', '/sb/10/27/6/']","['/sb/11/20/3/', '/sb/3/32/5/', '/sb/6/1/44/', '/sb/1/5/4/', '/sb/11/3/15/', '/sb/1/7/53-54/', '/sb/10/85/11/', '/sb/11/24/8/', '/sb/9/9/5/', '/sb/10/47/49/']","['/sb/10/33/32/', '/sb/6/1/44/', '/bg/7/28/', '/sb/11/20/3/', '/sb/1/7/53-54/', '/sb/3/32/5/', '/sb/6/1/11/', '/sb/10/27/6/', '/sb/10/86/16/', '/sb/3/15/32/']","['/sb/10/33/32/', '/sb/10/47/59/', '/sb/10/87/30/', '/sb/5/18/4/', '/sb/11/14/11/', '/sb/10/70/26/', '/sb/7/2/37/', '/sb/11/23/18-19/', '/sb/5/9/20/', '/sb/8/5/47/']"
['/sb/10/33/38/'],"['/bg/8/17/', '/sb/10/33/38/']","['/sb/10/14/43/', '/sb/4/30/48/', '/sb/8/6/3-7/', '/sb/10/13/40/', '/sb/10/2/42/', '/sb/10/88/12/', '/sb/5/17/21/', '/sb/10/78/8/', '/sb/11/6/20/', '/sb/10/13/63/']","['/sb/6/8/22/', '/sb/10/32/21/', '/bg/8/17/', '/sb/10/11/17/', '/sb/10/23/33/', '/sb/11/12/11/', '/sb/9/17/14/', '/sb/10/30/35-36/', '/sb/10/29/27/', '/sb/10/39/37/']","['/sb/10/33/38/', '/sb/10/14/43/', '/sb/10/29/10-11/', '/sb/10/13/40/', '/sb/10/22/22/', '/sb/10/22/23/', '/sb/10/33/5/', '/sb/9/17/14/', '/sb/10/13/63/', '/sb/10/47/37/']","['/sb/10/33/38/', '/sb/11/29/36/', '/sb/9/16/6/', '/sb/11/5/51/', '/sb/10/75/39/', '/sb/10/87/35/', '/sb/9/6/53/', '/sb/10/39/56-57/', '/sb/11/29/35/', '/sb/5/7/8/']"
['/sb/10/33/39/'],"['/bg/2/59/', '/sb/10/33/39/']","['/sb/10/81/41/', '/sb/4/24/69/', '/sb/8/5/39/', '/sb/6/12/22/', '/sb/5/1/19/', '/sb/11/2/37/', '/sb/11/2/31/', '/sb/7/14/40/', '/sb/10/34/20/', '/sb/8/6/27/']","['/sb/10/33/18/', '/sb/3/5/46/', '/sb/6/3/32/', '/sb/10/34/20/', '/sb/3/13/48/', '/sb/11/26/29/', '/sb/10/33/16/', '/sb/11/2/12/', '/sb/4/12/46/', '/sb/4/23/31/']","['/sb/10/33/39/', '/sb/10/81/41/', '/sb/4/12/46/', '/sb/11/29/28/', '/sb/6/3/32/', '/bg/18/68/', '/sb/11/4/12/', '/sb/10/21/20/', '/sb/10/87/3/', '/sb/12/13/18/']","['/sb/7/3/22/', '/sb/10/33/1/', '/sb/4/8/15/', '/sb/10/33/39/', '/sb/1/17/41/', '/sb/4/11/4/', '/sb/7/5/39-40/', '/sb/11/14/10/', '/sb/11/23/18-19/', '/sb/10/89/12/']"
['/sb/10/38/11/'],"['/sb/2/2/35/', '/sb/10/38/11/']","['/sb/4/24/63/', '/sb/3/26/7/', '/sb/8/19/25/', '/sb/11/28/11/', '/sb/12/6/29/', '/sb/8/5/44/', '/sb/11/2/49/', '/sb/4/31/18/', '/sb/10/2/28/', '/sb/7/9/25/']","['/sb/12/6/29/', '/sb/7/9/47/', '/sb/3/32/29/', '/sb/8/12/7/', '/sb/4/24/63/', '/sb/7/12/29-30/', '/sb/6/4/29/', '/sb/1/2/30/', '/sb/8/12/8/', '/sb/11/22/42/']","['/sb/10/38/11/', '/sb/12/6/29/', '/sb/3/5/29/', '/sb/11/28/17/', '/sb/11/28/5/', '/sb/11/26/2/', '/sb/8/12/7/', '/sb/12/6/69/', '/sb/4/22/38/', '/sb/6/19/11/']","['/sb/11/20/11/', '/bg/6/20-23/', '/sb/3/27/5/', '/sb/7/12/31/', '/sb/5/18/4/', '/sb/3/6/3/', '/sb/10/87/30/', '/sb/7/9/25/', '/sb/11/7/41/', '/sb/7/3/22/']"
['/sb/10/38/22/'],"['/bg/9/29/', '/sb/10/38/22/']","['/sb/10/11/26/', '/sb/6/17/32/', '/sb/5/17/19/', '/sb/2/7/33/', '/sb/6/3/16/', '/sb/8/5/39/', '/sb/8/24/52/', '/sb/6/17/28/', '/sb/7/7/30-31/', '/sb/6/8/23/']","['/sb/6/17/22/', '/sb/2/3/2-7/', '/sb/10/29/31/', '/sb/8/24/52/', '/sb/5/18/21/', '/sb/2/3/9/', '/sb/8/24/30/', '/sb/3/29/39/', '/sb/8/19/25/', '/sb/1/8/29/']","['/sb/10/38/22/', '/sb/6/17/22/', '/sb/8/19/3/', '/sb/3/29/39/', '/bg/3/18/', '/sb/3/14/26/', '/sb/11/14/14/', '/sb/8/3/8-9/', '/sb/12/2/5/', '/sb/10/14/2/']","['/sb/10/38/22/', '/sb/10/87/31/', '/sb/12/3/9-13/', '/sb/10/83/17/', '/sb/11/21/19/', '/sb/10/75/4-7/', '/sb/10/2/32/', '/sb/7/9/49/', '/sb/11/23/18-19/', '/sb/4/24/17/']"
['/sb/10/38/23/'],"['/bg/9/29/', '/sb/10/38/23/']","['/sb/10/45/15-16/', '/sb/7/5/35/', '/sb/10/12/14/', '/sb/10/48/15-16/', '/sb/10/4/7/', '/sb/1/5/39/', '/sb/3/1/12/', '/sb/10/39/5/', '/sb/11/27/46/', '/sb/10/45/2/']","['/sb/10/45/15-16/', '/sb/10/1/49-50/', '/sb/10/39/3/', '/sb/10/39/5/', '/sb/12/8/37/', '/sb/10/1/65-66/', '/sb/10/36/27/', '/sb/10/41/12/', '/sb/10/42/25/', '/bg/11/14/']","['/sb/10/38/23/', '/sb/12/8/37/', '/sb/11/27/46/', '/sb/10/48/15-16/', '/sb/6/11/14/', '/sb/1/9/22/', '/sb/10/1/49-50/', '/sb/10/87/47/', '/bg/11/14/', '/sb/10/68/22/']","['/sb/10/38/23/', '/sb/11/29/37/', '/sb/4/8/15/', '/sb/5/18/22/', '/sb/10/16/6/', '/sb/11/8/37/', '/sb/10/56/40-42/', '/sb/6/11/26/', '/sb/4/11/4/', '/sb/8/22/23/']"
['/sb/10/40/10/'],"['/bg/9/24/', '/bg/9/23-25/', '/sb/10/40/10/']","['/sb/10/72/13/', '/sb/9/4/51/', '/sb/6/9/12/', '/sb/12/11/38/', '/sb/12/11/41/', '/sb/12/11/37/', '/sb/12/11/44/', '/sb/12/11/34/', '/sb/12/11/39/', '/sb/12/11/36/']","['/sb/5/17/10/', '/sb/10/23/19/', '/sb/12/9/14/', '/sb/2/6/10/', '/sb/3/29/42/', '/sb/6/4/41/', '/sb/8/7/15/', '/sb/10/24/9/', '/bg/2/70/', '/sb/10/51/38/']","['/sb/10/40/10/', '/bg/11/28/', '/sb/5/20/26/', '/sb/12/9/14/', '/sb/10/51/38/', '/sb/5/17/10/', '/sb/5/16/11/', '/bg/2/70/', '/sb/10/55/13/', '/sb/8/18/4/']","['/sb/10/40/10/', '/sb/2/2/5/', '/sb/10/70/1/', '/sb/8/15/10-11/', '/sb/6/4/16/', '/sb/4/9/20-21/', '/sb/10/40/2/', '/sb/10/59/17-19/', '/sb/8/10/57/', '/sb/11/7/33-35/']"
['/sb/10/40/11/'],"['/bg/9/24/', '/bg/9/23-25/', '/sb/10/40/11/']","['/bg/14/5/', '/sb/2/5/18/', '/sb/11/13/1/', '/sb/6/12/15/', '/sb/11/25/12/', '/sb/1/2/23/', '/sb/12/3/26/', '/sb/10/85/13/', '/sb/2/10/41/', '/sb/11/22/12/']","['/bg/14/5/', '/sb/11/13/1/', '/bg/14/10/', '/sb/6/12/15/', '/sb/2/5/18/', '/sb/1/2/23/', '/sb/11/25/12/', '/sb/10/24/22/', '/sb/12/3/26/', '/sb/2/10/41/']","['/sb/10/40/11/', '/sb/11/25/12/', '/sb/10/46/40/', '/sb/12/3/26/', '/bg/14/5/', '/bg/14/10/', '/sb/10/85/13/', '/sb/12/8/45/', '/sb/6/12/15/', '/sb/10/24/22/']","['/sb/10/40/11/', '/bg/14/5/', '/sb/11/22/14/', '/sb/2/5/24/', '/sb/11/25/2-5/', '/sb/1/17/41/', '/sb/11/20/1/', '/sb/12/3/9-13/', '/sb/10/87/2/', '/sb/7/9/49/']"
['/sb/10/40/12/'],"['/bg/9/24/', '/bg/9/23-25/', '/sb/10/40/12/']","['/sb/10/68/48/', '/sb/10/16/39/', '/sb/8/16/29/', '/sb/11/2/5/', '/sb/8/3/13/', '/sb/10/40/30/', '/sb/10/64/29/', '/sb/10/64/11/', '/sb/10/59/25/', '/sb/10/41/47/']","['/sb/10/16/39/', '/sb/8/16/29/', '/sb/10/41/47/', '/sb/10/40/30/', '/sb/10/68/48/', '/sb/10/27/10/', '/sb/8/3/13/', '/sb/10/64/29/', '/sb/8/16/34/', '/sb/12/11/29/']","['/sb/10/40/12/', '/sb/8/16/29/', '/sb/10/16/39/', '/sb/10/40/30/', '/sb/3/9/19/', '/sb/8/16/34/', '/sb/10/41/47/', '/sb/8/3/13/', '/sb/9/19/29/', '/bg/11/39/']","['/sb/10/40/12/', '/sb/11/25/2-5/', '/sb/5/10/10/', '/sb/3/21/16/', '/sb/4/6/46/', '/sb/11/8/1/', '/sb/12/8/49/', '/sb/7/9/28/', '/sb/10/87/30/', '/sb/3/9/10/']"
['/sb/10/40/13-14/'],"['/bg/9/24/', '/bg/9/23-25/', '/sb/10/40/13-14/']","['/sb/10/63/35-36/', '/sb/8/7/28/', '/sb/2/6/1/', '/sb/12/11/6-8/', '/sb/6/4/12/', '/sb/2/5/40-41/', '/sb/3/13/37/', '/sb/5/20/30/', '/bg/8/4/', '/sb/7/6/20-23/']","['/sb/10/63/35-36/', '/sb/12/11/6-8/', '/sb/8/7/27/', '/sb/2/6/5/', '/sb/11/2/41/', '/sb/8/7/28/', '/sb/8/5/38/', '/sb/2/1/29/', '/sb/8/5/37/', '/sb/3/31/3/']","['/sb/10/40/13-14/', '/sb/10/63/35-36/', '/sb/8/7/27/', '/sb/8/7/26/', '/sb/3/13/37/', '/sb/4/25/31/', '/sb/2/6/5/', '/sb/5/2/13/', '/sb/8/7/28/', '/sb/2/1/29/']","['/sb/4/22/13/', '/sb/12/5/11-12/', '/sb/5/24/24/', '/sb/10/72/6/', '/sb/1/1/2/', '/sb/11/9/27/', '/sb/5/22/12/', '/sb/3/33/2/', '/sb/10/89/14-17/', '/sb/6/3/20-21/']"
['/sb/10/40/15/'],"['/bg/9/24/', '/bg/9/23-25/', '/sb/10/40/15/']","['/sb/7/8/35/', '/sb/6/3/16/', '/sb/4/21/12/', '/sb/10/16/42-43/', '/sb/10/58/34/', '/sb/4/17/34/', '/sb/10/72/13/', '/sb/8/10/55/', '/bg/4/26/', '/sb/9/4/51/']","['/sb/10/70/35/', '/sb/5/20/46/', '/sb/11/23/30/', '/sb/12/10/6/', '/sb/10/11/11/', '/sb/8/5/19-20/', '/sb/10/14/21/', '/bs/5/51', '/sb/10/16/2/', '/sb/11/2/23/']","['/sb/10/40/15/', '/sb/8/19/21/', '/sb/11/23/30/', '/sb/11/7/9/', '/sb/10/86/51/', '/sb/12/10/6/', '/sb/8/5/19-20/', '/sb/11/2/23/', '/sb/10/70/35/', '/sb/11/14/45/']","['/sb/10/40/15/', '/sb/4/11/4/', '/sb/10/59/17-19/', '/sb/10/65/24-25/', '/sb/10/62/2/', '/sb/10/70/18/', '/sb/5/5/28/', '/sb/6/8/3/', '/sb/10/87/35/', '/sb/4/21/8/']"
['/sb/10/40/16/'],"['/bg/9/24/', '/bg/9/23-25/', '/sb/10/40/16/']","['/sb/11/4/1/', '/sb/10/63/27/', '/sb/10/70/39/', '/sb/11/3/37/', '/sb/4/11/15/', '/sb/7/7/22/', '/sb/6/16/52/', '/sb/9/20/23/', '/sb/9/5/21/', '/sb/4/30/17/']","['/sb/11/4/1/', '/sb/3/24/31/', '/sb/10/2/29/', '/sb/10/66/6/', '/sb/11/31/27/', '/sb/10/70/39/', '/sb/9/5/21/', '/sb/12/12/52/', '/sb/1/5/11/', '/sb/7/9/18/']","['/sb/10/40/16/', '/sb/11/4/1/', '/sb/10/90/49/', '/sb/10/63/27/', '/sb/5/6/13/', '/sb/11/31/27/', '/sb/10/14/56/', '/sb/7/5/27/', '/sb/7/13/24/', '/sb/3/4/34/']","['/sb/7/3/22/', '/sb/10/87/31/', '/sb/10/40/16/', '/sb/10/33/1/', '/sb/9/13/4/', '/sb/10/3/46/', '/sb/12/3/9-13/', '/sb/8/17/21/', '/sb/10/84/14/', '/sb/11/14/10/']"
['/sb/10/45/1/'],"['/sb/3/29/13/', '/sb/10/45/1/']","['/sb/10/23/2/', '/sb/2/9/38/', '/sb/11/6/50/', '/sb/4/31/28/', '/sb/8/12/41/', '/sb/10/14/41/', '/sb/8/10/1/', '/sb/6/4/35-39/', '/sb/10/3/46/', '/sb/3/4/23/']","['/sb/8/5/30/', '/sb/10/23/2/', '/sb/10/45/10/', '/sb/9/4/63/', '/sb/2/9/38/', '/sb/8/24/31/', '/sb/8/3/11/', '/sb/8/10/1/', '/sb/11/3/1/', '/sb/11/7/14/']","['/sb/10/45/1/', '/sb/10/45/10/', '/sb/10/16/54/', '/sb/2/9/38/', '/sb/10/28/9/', '/sb/10/28/9/', '/sb/10/60/32/', '/sb/8/19/28/', '/sb/10/88/31/', '/sb/4/27/4/']","['/sb/10/45/1/', '/sb/3/27/5/', '/sb/8/20/1/', '/sb/7/3/22/', '/sb/11/7/37/', '/sb/12/3/9-13/', '/sb/10/73/10/', '/sb/10/66/27-28/', '/sb/3/20/52/', '/sb/4/8/15/']"
['/sb/10/45/2/'],"['/sb/3/29/13/', '/sb/10/45/2/']","['/sb/9/4/2/', '/sb/10/11/15/', '/sb/10/37/9/', '/sb/10/27/19/', '/sb/4/12/22/', '/sb/10/83/15-16/', '/sb/10/83/9/', '/sb/11/6/40-41/', '/sb/9/4/18-20/', '/sb/10/58/35/']","['/sb/4/12/22/', '/sb/12/6/1/', '/sb/10/4/14/', '/sb/10/82/19/', '/sb/9/4/2/', '/sb/11/2/3/', '/sb/10/37/9/', '/sb/8/15/24/', '/sb/9/16/34/', '/sb/10/77/25/']","['/sb/10/45/2/', '/sb/9/4/2/', '/sb/3/22/25/', '/sb/10/38/21/', '/sb/12/6/1/', '/sb/10/37/9/', '/sb/8/15/24/', '/sb/9/18/42/', '/sb/10/4/14/', '/sb/10/77/21/']","['/sb/11/2/33/', '/sb/10/6/3/', '/sb/10/45/2/', '/sb/7/9/28/', '/sb/11/17/41/', '/sb/12/8/49/', '/sb/11/28/27/', '/sb/10/14/6/', '/sb/9/10/35-38/', '/sb/7/1/30/']"
['/sb/10/45/3/'],"['/sb/10/44/8/', '/sb/3/2/26/', '/sb/10/45/3/']","['/sb/10/45/2/', '/sb/9/16/9/', '/sb/10/45/21/', '/sb/10/8/47/', '/sb/10/11/15/', '/sb/10/63/46/', '/sb/10/24/12/', '/sb/7/9/3/', '/sb/10/85/22/', '/sb/10/11/20/']","['/sb/3/31/28/', '/sb/10/8/47/', '/sb/4/29/72/', '/sb/9/18/41/', '/bg/2/13/', '/sb/10/43/24/', '/sb/9/16/9/', '/sb/10/55/35/', '/sb/10/8/21/', '/sb/9/18/39/']","['/sb/10/45/3/', '/sb/10/8/47/', '/sb/9/16/9/', '/sb/10/43/24/', '/sb/10/8/33/', '/sb/2/9/41/', '/sb/10/25/26/', '/sb/8/13/17/', '/sb/9/20/12/', '/sb/10/44/50/']","['/sb/10/45/3/', '/sb/9/10/47/', '/sb/11/29/37/', '/sb/10/47/66/', '/sb/11/25/2-5/', '/sb/10/2/32/', '/sb/10/6/39-40/', '/sb/7/4/22-23/', '/sb/12/13/1/', '/sb/5/18/22/']"
['/sb/10/45/30-31/'],"['/sb/10/45/29/', '/sb/10/45/30-31/']","['/sb/2/2/26/', '/sb/11/10/14-16/', '/sb/10/43/20/', '/sb/11/3/37/', '/sb/3/11/28/', '/sb/9/4/51/', '/sb/4/1/22/', '/sb/3/12/45/', '/sb/3/26/34/', '/sb/10/72/13/']","['/sb/10/80/31/', '/sb/10/16/59/', '/sb/10/80/27/', '/sb/6/8/32-33/', '/sb/11/17/22/', '/sb/4/14/13/', '/sb/11/28/10/', '/sb/3/3/2/', '/sb/12/10/8/', '/sb/10/80/32/']","['/sb/10/45/30-31/', '/sb/4/29/13/', '/sb/10/45/49/', '/sb/10/80/27/', '/sb/10/45/32/', '/sb/4/31/2/', '/sb/2/8/20/', '/sb/4/14/13/', '/bg/4/35/', '/sb/11/17/22/']","['/sb/12/3/9-13/', '/sb/10/3/46/', '/sb/10/87/31/', '/sb/11/23/18-19/', '/sb/11/19/33-35/', '/sb/4/31/27/', '/sb/8/17/21/', '/sb/10/45/47/', '/sb/11/25/2-5/', '/sb/3/6/16/']"
['/sb/10/45/32/'],"['/sb/10/45/29/', '/sb/10/45/32/']","['/sb/11/17/32/', '/sb/11/3/22/', '/sb/10/27/13/', '/sb/10/40/7/', '/sb/10/80/34/', '/sb/8/21/5/', '/sb/7/14/15/', '/sb/7/10/35/', '/sb/10/14/21/', '/sb/8/12/35/']","['/sb/12/7/25/', '/sb/10/80/39/', '/sb/1/16/17/', '/sb/11/3/48/', '/sb/10/80/32/', '/sb/10/45/33/', '/sb/7/10/21/', '/sb/11/17/32/', '/sb/10/45/47/', '/sb/12/6/62/']","['/sb/10/45/32/', '/sb/10/40/7/', '/sb/5/2/20/', '/sb/10/45/47/', '/sb/12/12/35/', '/sb/8/16/28/', '/sb/12/6/62/', '/sb/8/21/2-3/', '/sb/5/4/8/', '/sb/11/17/29/']","['/sb/12/3/9-13/', '/sb/10/88/11/', '/sb/7/3/22/', '/sb/12/8/49/', '/sb/10/16/6/', '/sb/10/45/32/', '/sb/9/13/4/', '/sb/9/4/57-59/', '/sb/8/7/46/', '/sb/3/33/12/']"
['/sb/10/45/33/'],"['/sb/10/45/29/', '/sb/10/45/33/']","['/sb/9/6/18/', '/sb/6/16/12/', '/sb/8/21/25/', '/sb/10/43/20/', '/sb/4/21/12/', '/sb/5/5/24/', '/sb/10/74/2/', '/sb/7/14/42/', '/sb/9/11/5/', '/sb/6/6/45/']","['/sb/10/80/32/', '/sb/3/29/31/', '/sb/10/51/63/', '/sb/10/8/6/', '/sb/5/5/24/', '/sb/7/5/52/', '/sb/9/10/54/', '/sb/5/18/6/', '/sb/4/24/62/', '/sb/12/6/45/']","['/sb/10/45/33/', '/sb/12/6/45/', '/sb/10/52/33/', '/sb/3/3/2/', '/sb/7/5/52/', '/sb/10/15/44/', '/sb/10/45/30-31/', '/sb/10/45/35-36/', '/sb/10/23/34/', '/sb/9/10/54/']","['/sb/10/45/33/', '/sb/10/87/31/', '/sb/8/17/21/', '/sb/12/3/9-13/', '/sb/10/72/38/', '/sb/8/20/1/', '/sb/11/22/7/', '/sb/10/2/32/', '/sb/9/23/7-10/', '/sb/5/1/33/']"
['/sb/10/46/1/'],"['/sb/10/39/35/', '/sb/10/45/23/', '/sb/10/46/1/']","['/sb/3/2/1/', '/sb/11/2/1/', '/sb/11/7/13/', '/sb/11/17/8/', '/sb/11/1/1/', '/sb/11/29/45/', '/sb/8/17/11/', '/sb/2/2/1/', '/sb/7/15/78/', '/sb/10/56/1/']","['/sb/4/7/60/', '/sb/11/17/8/', '/sb/10/37/24/', '/sb/6/14/8/', '/sb/10/47/22/', '/sb/3/2/1/', '/sb/11/7/13/', '/sb/7/15/78/', '/sb/6/4/3/', '/sb/1/9/20/']","['/sb/10/46/1/', '/sb/10/80/6/', '/sb/10/67/2/', '/sb/6/14/8/', '/sb/10/82/22/', '/sb/4/7/60/', '/sb/10/58/39/', '/sb/8/20/14/', '/sb/11/29/45/', '/sb/11/17/8/']","['/sb/10/62/2/', '/sb/9/23/7-10/', '/sb/9/22/21-24/', '/sb/10/86/13/', '/sb/10/75/39/', '/sb/12/3/9-13/', '/sb/6/16/17/', '/sb/4/8/26/', '/sb/9/1/32/', '/sb/8/24/4/']"
['/sb/10/46/2/'],"['/sb/10/39/35/', '/sb/10/45/23/', '/sb/10/46/2/']","['/sb/10/86/50/', '/sb/10/45/39/', '/sb/10/84/60/', '/sb/10/41/9/', '/sb/10/48/28/', '/sb/12/12/3/', '/sb/10/48/36/', '/sb/10/73/16/', '/sb/10/25/14/', '/sb/10/63/33/']","['/sb/10/86/50/', '/sb/10/41/9/', '/sb/10/84/60/', '/sb/10/53/1/', '/sb/10/45/39/', '/sb/10/68/18/', '/sb/10/47/38/', '/sb/10/20/42/', '/sb/12/12/3/', '/sb/10/43/13/']","['/sb/10/46/2/', '/sb/10/86/50/', '/sb/10/84/60/', '/sb/10/41/9/', '/sb/10/48/28/', '/sb/10/45/39/', '/sb/10/47/38/', '/sb/10/36/27/', '/sb/10/53/1/', '/sb/10/47/65/']","['/sb/10/87/35/', '/sb/12/8/49/', '/sb/10/86/50/', '/sb/9/5/26/', '/sb/11/5/51/', '/sb/10/38/40/', '/sb/10/77/36/', '/sb/10/47/9-10/', '/sb/9/3/9/', '/sb/4/8/24/']"
['/sb/10/46/3/'],"['/sb/10/39/35/', '/sb/10/45/23/', '/sb/10/46/3/']","['/sb/10/83/15-16/', '/sb/10/45/2/', '/sb/10/47/53/', '/sb/10/82/41/', '/sb/10/47/22/', '/sb/11/14/15/', '/sb/10/47/69/', '/sb/10/47/38/', '/sb/10/77/10/', '/sb/11/13/41/']","['/sb/10/47/38/', '/sb/10/47/22/', '/sb/10/47/4/', '/sb/10/47/53/', '/sb/10/22/14/', '/sb/10/66/1/', '/sb/10/24/38/', '/sb/10/39/17-18/', '/sb/10/46/34/', '/sb/10/45/25/']","['/sb/10/46/3/', '/sb/10/47/4/', '/sb/10/26/13/', '/sb/11/13/41/', '/sb/10/46/34/', '/sb/10/25/26/', '/sb/10/22/14/', '/sb/10/77/24/', '/sb/10/42/12/', '/sb/10/45/3/']","['/sb/10/46/3/', '/sb/11/6/7/', '/sb/10/68/32-33/', '/sb/8/1/1/', '/sb/8/22/2/', '/sb/10/87/35/', '/sb/1/2/2/', '/sb/7/8/54/', '/sb/10/82/39/', '/sb/3/9/4/']"
['/sb/10/46/30/'],"['/sb/10/46/23/', '/sb/10/46/30/']","['/sb/11/2/11/', '/sb/10/43/23/', '/sb/3/2/1/', '/sb/3/13/12/', '/sb/7/10/26/', '/sb/11/2/37/', '/sb/11/2/32/', '/sb/4/24/35/', '/sb/2/9/15/', '/sb/4/7/30/']","['/sb/11/22/60/', '/sb/10/46/29/', '/sb/3/29/29/', '/sb/10/47/23/', '/sb/10/82/44/', '/sb/10/55/11/', '/sb/11/22/35-36/', '/sb/10/6/30/', '/sb/11/10/35/', '/sb/10/8/46/']","['/sb/10/46/30/', '/sb/10/82/44/', '/sb/10/46/29/', '/sb/10/47/23/', '/sb/11/12/16/', '/sb/11/19/8/', '/sb/11/22/60/', '/sb/10/55/11/', '/sb/11/2/11/', '/sb/11/3/29/']","['/sb/10/46/30/', '/sb/8/17/21/', '/sb/10/87/2/', '/sb/11/19/33-35/', '/sb/9/2/11-13/', '/sb/9/13/4/', '/sb/10/44/49/', '/sb/8/12/41/', '/sb/11/25/2-5/', '/sb/10/88/11/']"
['/sb/10/47/11/'],"['/bg/15/15/', '/sb/10/47/11/']","['/sb/10/9/10/', '/sb/10/46/28/', '/sb/9/18/10/', '/sb/5/2/6/', '/sb/10/8/44/', '/sb/4/15/21/', '/sb/10/60/32/', '/sb/10/6/10/', '/sb/10/49/7/', '/sb/10/9/18/']","['/sb/10/82/40/', '/sb/10/71/19/', '/sb/10/1/59/', '/sb/10/27/14/', '/sb/10/30/44/', '/sb/10/32/8/', '/sb/4/15/21/', '/sb/10/30/3/', '/sb/10/1/53/', '/sb/10/66/4/']","['/sb/10/47/11/', '/sb/9/18/10/', '/sb/10/32/8/', '/sb/4/15/21/', '/sb/10/4/25/', '/sb/10/54/32/', '/sb/10/82/40/', '/sb/9/18/15/', '/sb/10/8/33/', '/sb/10/49/7/']","['/sb/10/6/5-6/', '/sb/10/53/51-55/', '/sb/5/2/6/', '/sb/3/17/2/', '/sb/12/8/26-27/', '/sb/11/10/27-29/', '/sb/9/20/8-9/', '/sb/3/23/4-5/', '/sb/6/14/53/', '/sb/4/4/3/']"
